gene,eds1,rgt1,lys14
Q0045,0.3358565105216238,0.667260823696899,-0.031379837037375395
Q0050,1.1118037807943708,1.3599433238307386,0.15712882873447312
Q0055,1.0814496911414684,1.0467643414718535,0.045407149934847665
Q0060,0.9870479295232677,1.1680707089877986,0.002027785308592847
Q0065,0.7095583138411155,0.6261405931027407,-0.11176492600718625
Q0070,0.19157973148009652,0.454062957418097,-0.1394923949502293
Q0075,0.2908983090492798,0.5361608481077067,-0.09672696044343
Q0080,0.011760808302044196,0.08530036346866268,-0.012562181044072406
Q0085,0.84599628952077,0.7854887718396047,-0.06000620879513922
Q0105,1.1768669717692546,1.4026523416464236,0.12863931216763214
Q0110,0.8448004901653039,1.046091622881352,0.13491730154305845
Q0115,0.14442617007345038,0.17651448292316765,-0.20446823154307164
Q0120,0.9196677536380109,1.0834813636209675,0.08615668172295578
Q0130,0.20972112652331645,0.7522161178644216,0.07687523797153181
Q0140,-0.021613866877182576,0.12268665572138518,-0.11534066109812502
Q0160,0,0,0
Q0250,1.4389292334992934,2.01545445021798,0.43648801696996364
Q0255,0.5279928004789065,0.6307228510235314,0.23766187201839262
Q0275,1.268425863627285,1.5442010571334388,0.2732745296407376
YAL001C,-0.3032862556466331,-0.021898407467934113,-0.3607928446412964
YAL002W,0.3165040506750349,0.3132754846265215,0.11979571716402126
YAL003W,0.4892583660717533,1.0956782170264112,0.21967663724742303
YAL005C,0.0676767027771793,-0.3706195856987154,-0.0970515003211155
YAL007C,-0.13386730660765503,-0.5308165307397622,-0.12022600945065279
YAL008W,0.21204608951391127,0.8794862977117792,-0.028304037448764037
YAL009W,-0.10787638292288818,-0.2003991553216835,-0.05544858823623215
YAL010C,-0.59764106782103,-1.6963353311630218,-0.9546841016842919
YAL011W,-0.199742586785527,-0.5631483263817455,-0.26058166916038855
YAL012W,0.8539160965272097,0.9868705550594677,1.042860979883048
YAL013W,-0.05714960740889299,-0.16980345940495917,0.01516085453044518
YAL014C,0.4304924733068252,0.5493514858947002,0.2833903446161696
YAL015C,-0.47178518497738825,-0.5899325130367624,-0.2201699110855532
YAL016W,0.05602068466102482,0.02416652970154728,-0.2178516987313186
YAL017W,0.08310438380182476,0.4524344196456216,-0.03990424309661746
YAL018C,-0.10371375716217716,0.4044936766484261,-0.10799223161787141
YAL019W,0.5212076648479345,0.523896652319675,0.23985256187875845
YAL020C,-0.2306639947671643,0.42130030536664886,-0.0581219213991673
YAL021C,0.3168050473132398,0.2500449833624051,-0.21182651031395539
YAL022C,-0.094393529898063,-0.6198550263296113,0.04759859348265766
YAL023C,0.20903893326371262,-0.16814096689704708,0.1333650334890698
YAL024C,0.42792939928617774,0.23770092768097748,0.08709789253436151
YAL025C,0.302462204589763,0.39272353122683756,0.08617665974810143
YAL026C,0.36181672293502526,0.15005758680868136,-0.11060471293815534
YAL027W,0.0010235380853644723,0.11170428817174252,-0.07324100148818143
YAL028W,0.7056925391992686,1.940556541022368,0.06499797963205724
YAL029C,-0.36858828433032553,-0.7654829199481934,-0.1890470725258829
YAL030W,0.17178917059803453,1.0327464370079837,0.33937820760008697
YAL031C,0.15604260633082842,-0.1743534990228257,0.18526450755217952
YAL032C,-0.1431597586049628,-0.4641427526446607,0.04712354245168645
YAL033W,0.14735066352386758,0.23864835208150947,0.326231212847181
YAL034C,0.3145017676625627,0.7140588392039893,0.3053470468278017
YAL034W-A,-0.08207018755966923,-0.3994201216292495,-0.015617346659561139
YAL035W,0.20077246774651175,0.4906699660500099,0.1649362091982455
YAL036C,0.2050261481850293,0.8472326699207914,0.2754745217462919
YAL037C-A,-0.1705246951751993,-0.7628896315450027,-0.024292762911439766
YAL037W,-0.41599710544971225,-0.9138774580015446,-0.09219818640420417
YAL038W,2.8892603321489103,3.1677293934148683,0.2519961391855649
YAL039C,-0.28682808527040926,0.23146886646046655,-0.01816395018423283
YAL040C,0.3206559512374672,-0.10612458801377636,0.6190711759055384
