gene,eds1,rgt1,lys14
Q0045,-0.801925650175343,-0.39219068589351375,0.006506119887281769
Q0050,-0.4630422573666676,-0.45438926614084496,-0.014445697586059939
Q0055,-1.0454411786283981,-0.5280844171938529,-0.00361451592385633
Q0060,-1.287571171234465,-0.5588720065884663,0.005318828527315598
Q0065,-1.0271417967238454,-0.3421362392812484,0.025186950383451676
Q0070,-0.14866159967762563,-0.09648105750339946,0.050892164342401174
Q0075,-0.6256048138620554,-0.3138748673567263,0.019792389137307916
Q0080,-0.06631476714202136,-0.06043508407536973,0.0019900032448325906
Q0085,-1.1729335975260209,-0.23730853563338417,0.024520845151902358
Q0105,-0.538160258860263,-0.027618766463403464,0.011375793227086173
Q0110,-0.18679640614314352,-0.04334954046799926,0.00876303064888891
Q0115,-0.24257502615651394,0.08367454311673062,0.0154099893722962
Q0120,-0.7182089556271049,-0.17715488094070722,0.02836886434279717
Q0130,-0.3058871083444995,-0.6353157259282264,-0.03403855223010307
Q0140,0.1825073219799061,0.03207703508234986,0.005457530699262604
Q0160,0,0,0
Q0250,-0.3091856043731474,-0.013348440265332736,0.0011693267280746052
Q0255,-0.5521472976092022,-0.19279624779717686,0.008480421122309973
Q0275,-0.4284522067149491,-0.014222256973719935,-0.004817044662552087
YAL001C,-0.4880857634392561,-0.19128461819390755,0.04533167397895825
YAL002W,-0.5608499187208335,-0.3489024160005489,-0.015403709638812864
YAL003W,-0.02556541144697355,-0.6622098481048818,-0.0064096358969683385
YAL005C,0.9984624517236512,0.32306814195614975,-0.023518159394970654
YAL007C,0.3759417689539598,0.6597199703345732,0.02570159294393709
YAL008W,-0.999674200052795,-0.9176576768405632,-0.1050534824532289
YAL009W,0.016786750937388347,0.03900819064401836,6.760359171296097e-4
YAL010C,0.17204980211171259,0.5614609336573964,0.03666682298631039
YAL011W,-0.4159411383613964,0.1502637441142766,-0.04843333862769018
YAL012W,2.6939936061933554,0.7122862137251399,-0.05333367836734966
YAL013W,-0.11628964371281476,-0.041607732283330395,-0.0633831170794857
YAL014C,-0.3349821153930572,-0.2822323782681838,-0.162835867012172
YAL015C,0.21212252468757173,0.05389613138085185,0.04190999507348542
YAL016W,-0.6404260962236211,-0.1898333828725933,0.003985181125549889
YAL017W,-0.5196172570311697,-0.3603356778998219,-0.024233686297743987
YAL018C,1.3189270430536675,-0.30607205757479933,0.005021910463578512
YAL019W,0.2444375312069996,0.25369842082025135,-0.012018960861152578
YAL020C,0.02435982723277999,-0.6999119533744151,-0.05882044358350866
YAL021C,-1.0845257288362025,-0.6075644709027093,-0.04387674839673248
YAL022C,0.16946438951002915,0.18558217379133476,0.04977359180205828
YAL023C,-0.0021806448218677867,0.32811740607947826,-0.002084922138591525
YAL024C,0.16043679116496548,0.6714614738434097,0.05364009705692681
YAL025C,0.12213641207226703,0.2941765880479564,0.052435155264061874
YAL026C,-0.3122833892032391,0.1900607155935767,-0.008376933344502365
YAL027W,-0.2276891102204663,-0.2495357163749622,0.019911716329622856
YAL028W,-1.3559013633309804,-1.298548401863586,-0.04456337381897672
YAL029C,0.9870489639119401,0.7246600896313886,0.04022431579022289
YAL030W,-0.5262545045865421,-1.0346669465638623,-0.15713233587442904
YAL031C,-0.21521966114916555,0.11835812920342,0.010589132740710248
YAL032C,-0.05230299104136989,0.27602573859014445,0.018927072612511208
YAL033W,0.49545311739686926,0.24198813342417919,0.035678049879639386
YAL034C,-1.0614720913639044,-0.6161901015593559,-0.12831460328049754
YAL034W-A,0.1699317841766518,0.37241122383216707,0.0013281930072200898
YAL035W,-0.055274108154090416,-0.17327968347041578,-0.055488645803479515
YAL036C,0.044783709221875315,-0.21440659863500966,-0.10048523863543728
YAL037C-A,0.5614646655919839,0.17015558077580617,-0.0049562377403981955
YAL037W,2.024757718155997,1.152117304117149,0.04290090929433325
YAL038W,-2.3061561143101503,-1.3116958120214772,0.037020130533046806
YAL039C,0.2522422442687261,-0.6562863595935481,-0.17293941661766182
YAL040C,0.33032937210022006,0.09137999879550641,-0.012992239260554499
YAL041W,0.11018934651473447,0.5169075639216174,0.031217043331982153
YAL042W,0.22826743656518414,0.11960364473445083,-0.0012864633104045333
YAL043C,-0.5686187513660208,-0.08075791184954893,-0.007131991273342836
YAL044C,-0.09877468910276231,-0.29934205654203216,-0.06038229535856728
